interest,topic,difficulty,learning_step_order,learning_step,description,domain_id
Machine Learning,Transfer Learning Strategies,Intermediate,71,Transfer Learning Strategies,"Master Transfer Learning Strategies to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",1
Machine Learning,Active Learning,Intermediate,72,Active Learning,"Master Active Learning to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",1
Machine Learning,Self-Supervised Learning,Intermediate,73,Self-Supervised Learning,"Master Self-Supervised Learning to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",1
Machine Learning,Multi-task Learning,Intermediate,74,Multi-task Learning,"Master Multi-task Learning to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",1
Machine Learning,Word Embeddings (FastText),Intermediate,75,Word Embeddings (FastText),"Master Word Embeddings (FastText) to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",1
Machine Learning,Named Entity Recognition (NER),Intermediate,76,Named Entity Recognition (NER),"Master Named Entity Recognition (NER) to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",1
Machine Learning,Speech Recognition Basics,Intermediate,77,Speech Recognition Basics,"Master Speech Recognition Basics to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",1
Machine Learning,Computer Vision with OpenCV,Intermediate,78,Computer Vision with OpenCV,"Master Computer Vision with OpenCV to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",1
Machine Learning,Audio Processing for ML,Intermediate,79,Audio Processing for ML,"Master Audio Processing for ML to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",1
Machine Learning,ML Security & Adversarial Attacks,Intermediate,80,ML Security & Adversarial Attacks,"Master ML Security & Adversarial Attacks to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",1
Machine Learning,Deep Dive: LSTMs & Sequential Models,Intermediate,81,Deep Dive: LSTMs & Sequential Models,"Master LSTMs & Sequential Models to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: Transformers Architecture,Intermediate,82,Deep Dive: Transformers Architecture,"Master Transformers Architecture to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: BERT & Fine-tuning,Intermediate,83,Deep Dive: BERT & Fine-tuning,"Master BERT & Fine-tuning to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: GPT & Large Language Models,Intermediate,84,Deep Dive: GPT & Large Language Models,"Master GPT & Large Language Models to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: Object Detection (YOLO/R-CNN),Intermediate,85,Deep Dive: Object Detection (YOLO/R-CNN),"Master Object Detection (YOLO/R-CNN) to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: Image Segmentation (U-Net),Intermediate,86,Deep Dive: Image Segmentation (U-Net),"Master Image Segmentation (U-Net) to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: Generative Adversarial Nets (GANs),Intermediate,87,Deep Dive: Generative Adversarial Nets (GANs),"Master Generative Adversarial Nets (GANs) to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: Autoencoders for Denoising,Intermediate,88,Deep Dive: Autoencoders for Denoising,"Master Autoencoders for Denoising to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: XGBoost & Gradient Boosting,Intermediate,89,Deep Dive: XGBoost & Gradient Boosting,"Master XGBoost & Gradient Boosting to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: LightGBM High Performance,Intermediate,90,Deep Dive: LightGBM High Performance,"Master LightGBM High Performance to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: Bayesian Optimization,Intermediate,91,Deep Dive: Bayesian Optimization,"Master Bayesian Optimization to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: Hyperparameter Tuning (Optuna),Intermediate,92,Deep Dive: Hyperparameter Tuning (Optuna),"Master Hyperparameter Tuning (Optuna) to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: Time Series Forecasting,Intermediate,93,Deep Dive: Time Series Forecasting,"Master Time Series Forecasting to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: Anomaly Detection Patterns,Intermediate,94,Deep Dive: Anomaly Detection Patterns,"Master Anomaly Detection Patterns to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: Reinforcement Learning (Q-Learning),Intermediate,95,Deep Dive: Reinforcement Learning (Q-Learning),"Master Reinforcement Learning (Q-Learning) to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: Policy Gradient Methods,Intermediate,96,Deep Dive: Policy Gradient Methods,"Master Policy Gradient Methods to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: MLOps MLflow Integration,Intermediate,97,Deep Dive: MLOps MLflow Integration,"Master MLOps MLflow Integration to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: Model Deployment (FastAPI/Docker),Intermediate,98,Deep Dive: Model Deployment (FastAPI/Docker),"Master Model Deployment (FastAPI/Docker) to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
Machine Learning,Deep Dive: TFX Pipelines,Intermediate,99,Deep Dive: TFX Pipelines,"Master TFX Pipelines to build robust, industry-level Machine Learning projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",1
